Airline,ORG,DES,Aircraft_Family,Aircraft_Type,June_2019_Flights,June_2019_Seats,June_2019_ASMs,June_2018_Flights,June_2018_Seats,June_2018_ASMs,June_Diff_Flights,June_Diff_Seats,June_Diff_ASMs,June_Rate_Flights,June_Rate_Seats,June_Rate_ASMs
3H,AKV,YIK,DeHavilland Dash-8,DHC-8,31,"1,271","185,566",31,"1,271","185,566",0,0,0,0.00%,0.00%,0.00%
3H,AKV,YPX,DeHavilland Dash-8,DHC-8,31,"1,271","83,886",31,"1,271","83,886",0,0,0,0.00%,0.00%,0.00%
3H,XGR,YVP,Beechcraft,BET,5,45,"4,320",4,36,"3,456",1,9,864,25.00%,25.00%,25.00%
3H,XGR,YVP,DeHavilland,DHC-6 Twin Otter,44,836,"80,256",46,874,"83,904",-2,-38,"-3,648",-4.30%,-4.30%,-4.30%
3H,XGR,YVP,DeHavilland Dash-8,DHC-8,4,164,"15,744",4,164,"15,744",0,0,0,0.00%,0.00%,0.00%
3H,YGL,YGW,DeHavilland,DHC-6 Twin Otter,13,247,"28,158",14,266,"30,324",-1,-19,"-2,166",-7.10%,-7.10%,-7.10%
3H,YGL,YPX,B737-200,B737-200 Mixed Configurations,27,"3,024","1,339,632",31,"3,472","1,538,096",-4,-448,"-198,464",-12.90%,-12.90%,-12.90%
3H,YGL,YUL,B737-200,B737-200 Mixed Configurations,31,"3,472","2,051,952",31,"3,472","2,051,952",0,0,0,0.00%,0.00%,0.00%
3H,YGW,YGL,DeHavilland,DHC-6 Twin Otter,13,247,"28,158",14,266,"30,324",-1,-19,"-2,166",-7.10%,-7.10%,-7.10%
3H,YGW,YSK,DeHavilland,DHC-6 Twin Otter,9,171,"17,784",9,171,"17,784",0,0,0,0.00%,0.00%,0.00%
3H,YGW,YSK,DeHavilland Dash-8,DHC-8,4,164,"17,056",5,205,"21,320",-1,-41,"-4,264",-20.00%,-20.00%,-20.00%
3H,YGW,YUD,DeHavilland Dash-8,DHC-8,27,"1,107","110,700",26,"1,066","106,600",1,41,"4,100",3.80%,3.80%,3.80%
3H,YGW,YUL,DeHavilland Dash-8,DHC-8,31,"1,271","890,971",31,"1,271","890,971",0,0,0,0.00%,0.00%,0.00%
3H,YIK,AKV,DeHavilland Dash-8,DHC-8,31,"1,271","185,566",31,"1,271","185,566",0,0,0,0.00%,0.00%,0.00%
3H,YIK,YZG,DeHavilland Dash-8,DHC-8,31,"1,271","19,065",31,"1,271","19,065",0,0,0,0.00%,0.00%,0.00%
3H,YKG,YPJ,DeHavilland,DHC-6 Twin Otter,13,247,"12,597",14,266,"13,566",-1,-19,-969,-7.10%,-7.10%,-7.10%
3H,YKG,YPJ,DeHavilland Dash-8,DHC-8,4,164,"8,364",4,164,"8,364",0,0,0,0.00%,0.00%,0.00%
3H,YKG,YQC,DeHavilland Dash-8,DHC-8,31,"1,271","118,203",31,"1,271","118,203",0,0,0,0.00%,0.00%,0.00%
3H,YKG,YVP,DeHavilland,DHC-6 Twin Otter,14,266,"38,038",13,247,"35,321",1,19,"2,717",7.70%,7.70%,7.70%
3H,YKG,YVP,DeHavilland Dash-8,DHC-8,27,"1,107","158,301",27,"1,107","158,301",0,0,0,0.00%,0.00%,0.00%
3H,YKL,YQB,DeHavilland Dash-8,DHC-8,22,902,"531,278",23,943,"555,427",-1,-41,"-24,149",-4.30%,-4.30%,-4.30%
3H,YKL,YVP,Beechcraft,BET,4,36,"8,496",4,36,"8,496",0,0,0,0.00%,0.00%,0.00%
3H,YKL,YVP,DeHavilland Dash-8,DHC-8,13,533,"125,788",14,574,"135,464",-1,-41,"-9,676",-7.10%,-7.10%,-7.10%
3H,YKL,YWK,Beechcraft,BET,9,81,"10,530",9,81,"10,530",0,0,0,0.00%,0.00%,0.00%
3H,YKL,YZV,Beechcraft,BET,35,315,"100,170",36,324,"103,032",-1,-9,"-2,862",-2.80%,-2.80%,-2.80%
3H,YKL,YZV,DeHavilland Dash-8,DHC-8,9,369,"117,342",9,369,"117,342",0,0,0,0.00%,0.00%,0.00%
3H,YPH,YPX,DeHavilland Dash-8,DHC-8,31,"1,271","146,165",31,"1,271","146,165",0,0,0,0.00%,0.00%,0.00%
3H,YPH,YUD,DeHavilland Dash-8,DHC-8,31,"1,271","184,295",31,"1,271","184,295",0,0,0,0.00%,0.00%,0.00%
3H,YPH,YVP,Beechcraft,BET,4,36,"12,816",0,0,0,4,36,"12,816",,,
3H,YPH,YVP,DeHavilland Dash-8,DHC-8,18,738,"262,728",23,943,"335,708",-5,-205,"-72,980",-21.70%,-21.70%,-21.70%
3H,YPJ,YKG,DeHavilland,DHC-6 Twin Otter,27,513,"26,163",27,513,"26,163",0,0,0,0.00%,0.00%,0.00%
3H,YPJ,YKG,DeHavilland Dash-8,DHC-8,4,164,"8,364",4,164,"8,364",0,0,0,0.00%,0.00%,0.00%
3H,YPJ,YTQ,DeHavilland,DHC-6 Twin Otter,26,494,"23,218",28,532,"25,004",-2,-38,"-1,786",-7.10%,-7.10%,-7.10%
3H,YPJ,YTQ,DeHavilland Dash-8,DHC-8,4,164,"7,708",4,164,"7,708",0,0,0,0.00%,0.00%,0.00%
3H,YPJ,YVP,DeHavilland,DHC-6 Twin Otter,9,171,"13,509",9,171,"13,509",0,0,0,0.00%,0.00%,0.00%
3H,YPX,AKV,DeHavilland Dash-8,DHC-8,31,"1,271","83,886",31,"1,271","83,886",0,0,0,0.00%,0.00%,0.00%
3H,YPX,YGL,B737-200,B737-200 Mixed Configurations,31,"3,472","1,538,096",31,"3,472","1,538,096",0,0,0,0.00%,0.00%,0.00%
3H,YPX,YPH,Beechcraft,BET,4,36,"4,140",0,0,0,4,36,"4,140",,,
3H,YPX,YPH,DeHavilland Dash-8,DHC-8,49,"2,009","231,035",54,"2,214","254,610",-5,-205,"-23,575",-9.30%,-9.30%,-9.30%
3H,YPX,YVP,DeHavilland,DHC-6 Twin Otter,5,95,"32,585",4,76,"26,068",1,19,"6,517",25.00%,25.00%,25.00%
3H,YPX,YVP,DeHavilland Dash-8,DHC-8,4,164,"56,252",4,164,"56,252",0,0,0,0.00%,0.00%,0.00%
3H,YQB,YKL,DeHavilland Dash-8,DHC-8,22,902,"531,278",23,943,"555,427",-1,-41,"-24,149",-4.30%,-4.30%,-4.30%
3H,YQB,YUL,DeHavilland Dash-8,DHC-8,22,902,"130,790",23,943,"136,735",-1,-41,"-5,945",-4.30%,-4.30%,-4.30%
3H,YQC,YKG,DeHavilland Dash-8,DHC-8,31,"1,271","118,203",31,"1,271","118,203",0,0,0,0.00%,0.00%,0.00%
3H,YQC,YWB,DeHavilland Dash-8,DHC-8,31,"1,271","100,409",31,"1,271","100,409",0,0,0,0.00%,0.00%,0.00%
3H,YSK,YGW,DeHavilland,DHC-6 Twin Otter,9,171,"17,784",9,171,"17,784",0,0,0,0.00%,0.00%,0.00%
3H,YSK,YGW,DeHavilland Dash-8,DHC-8,4,164,"17,056",5,205,"21,320",-1,-41,"-4,264",-20.00%,-20.00%,-20.00%
3H,YSK,YUD,DeHavilland,DHC-6 Twin Otter,9,171,"17,613",9,171,"17,613",0,0,0,0.00%,0.00%,0.00%
3H,YSK,YUD,DeHavilland Dash-8,DHC-8,4,164,"16,892",5,205,"21,115",-1,-41,"-4,223",-20.00%,-20.00%,-20.00%
3H,YTQ,YPJ,DeHavilland,DHC-6 Twin Otter,36,684,"32,148",36,684,"32,148",0,0,0,0.00%,0.00%,0.00%
3H,YTQ,YPJ,DeHavilland Dash-8,DHC-8,4,164,"7,708",4,164,"7,708",0,0,0,0.00%,0.00%,0.00%
3H,YTQ,YVP,DeHavilland,DHC-6 Twin Otter,26,494,"33,098",28,532,"35,644",-2,-38,"-2,546",-7.10%,-7.10%,-7.10%
3H,YTQ,YVP,DeHavilland Dash-8,DHC-8,4,164,"10,988",4,164,"10,988",0,0,0,0.00%,0.00%,0.00%
3H,YUD,YGW,DeHavilland Dash-8,DHC-8,27,"1,107","110,700",26,"1,066","106,600",1,41,"4,100",3.80%,3.80%,3.80%
3H,YUD,YPH,DeHavilland Dash-8,DHC-8,31,"1,271","184,295",31,"1,271","184,295",0,0,0,0.00%,0.00%,0.00%
3H,YUD,YSK,DeHavilland,DHC-6 Twin Otter,9,171,"17,613",9,171,"17,613",0,0,0,0.00%,0.00%,0.00%
3H,YUD,YSK,DeHavilland Dash-8,DHC-8,4,164,"16,892",5,205,"21,115",-1,-41,"-4,223",-20.00%,-20.00%,-20.00%
3H,YUL,YGL,B737-200,B737-200 Mixed Configurations,27,"3,024","1,787,184",31,"3,472","2,051,952",-4,-448,"-264,768",-12.90%,-12.90%,-12.90%
3H,YUL,YGW,DeHavilland Dash-8,DHC-8,31,"1,271","890,971",31,"1,271","890,971",0,0,0,0.00%,0.00%,0.00%
3H,YUL,YPX,B737-200,B737-200 Mixed Configurations,4,448,"456,064",0,0,0,4,448,"456,064",,,
3H,YUL,YQB,DeHavilland Dash-8,DHC-8,22,902,"130,790",23,943,"136,735",-1,-41,"-5,945",-4.30%,-4.30%,-4.30%
3H,YUL,YVP,B737-200,B737-200 Mixed Configurations,4,448,"404,544",1,112,"101,136",3,336,"303,408",300.00%,300.00%,300.00%
3H,YVP,XGR,Beechcraft,BET,5,45,"4,320",4,36,"3,456",1,9,864,25.00%,25.00%,25.00%
3H,YVP,XGR,DeHavilland,DHC-6 Twin Otter,44,836,"80,256",46,874,"83,904",-2,-38,"-3,648",-4.30%,-4.30%,-4.30%
3H,YVP,XGR,DeHavilland Dash-8,DHC-8,4,164,"15,744",4,164,"15,744",0,0,0,0.00%,0.00%,0.00%
3H,YVP,YKG,DeHavilland Dash-8,DHC-8,27,"1,107","158,301",27,"1,107","158,301",0,0,0,0.00%,0.00%,0.00%
3H,YVP,YKL,Beechcraft,BET,4,36,"8,496",4,36,"8,496",0,0,0,0.00%,0.00%,0.00%
3H,YVP,YKL,DeHavilland Dash-8,DHC-8,13,533,"125,788",14,574,"135,464",-1,-41,"-9,676",-7.10%,-7.10%,-7.10%
3H,YVP,YPJ,DeHavilland,DHC-6 Twin Otter,13,247,"19,513",14,266,"21,014",-1,-19,"-1,501",-7.10%,-7.10%,-7.10%
3H,YVP,YPX,Beechcraft,BET,4,36,"12,348",0,0,0,4,36,"12,348",,,
3H,YVP,YPX,DeHavilland,DHC-6 Twin Otter,5,95,"32,585",4,76,"26,068",1,19,"6,517",25.00%,25.00%,25.00%
3H,YVP,YPX,DeHavilland Dash-8,DHC-8,22,902,"309,386",27,"1,107","379,701",-5,-205,"-70,315",-18.50%,-18.50%,-18.50%
3H,YVP,YTQ,DeHavilland,DHC-6 Twin Otter,36,684,"45,828",36,684,"45,828",0,0,0,0.00%,0.00%,0.00%
3H,YVP,YTQ,DeHavilland Dash-8,DHC-8,4,164,"10,988",4,164,"10,988",0,0,0,0.00%,0.00%,0.00%
3H,YVP,YUL,B737-200,B737-200 Mixed Configurations,4,448,"404,544",1,112,"101,136",3,336,"303,408",300.00%,300.00%,300.00%
3H,YWB,YQC,DeHavilland Dash-8,DHC-8,31,"1,271","100,409",31,"1,271","100,409",0,0,0,0.00%,0.00%,0.00%
3H,YWB,YZG,DeHavilland Dash-8,DHC-8,31,"1,271","161,417",31,"1,271","161,417",0,0,0,0.00%,0.00%,0.00%
3H,YWK,YKL,Beechcraft,BET,9,81,"10,530",9,81,"10,530",0,0,0,0.00%,0.00%,0.00%
3H,YZG,YIK,DeHavilland Dash-8,DHC-8,31,"1,271","19,065",31,"1,271","19,065",0,0,0,0.00%,0.00%,0.00%
3H,YZG,YPX,DeHavilland,DHC-6 Twin Otter,4,76,"12,388",4,76,"12,388",0,0,0,0.00%,0.00%,0.00%
3H,YZG,YWB,DeHavilland Dash-8,DHC-8,31,"1,271","161,417",31,"1,271","161,417",0,0,0,0.00%,0.00%,0.00%
3H,YZV,YKL,Beechcraft,BET,35,315,"100,170",40,360,"114,480",-5,-45,"-14,310",-12.50%,-12.50%,-12.50%
3H,YZV,YKL,DeHavilland Dash-8,DHC-8,9,369,"117,342",9,369,"117,342",0,0,0,0.00%,0.00%,0.00%
3U,CGO,YVR,A330,A330,9,"2,376","13,507,560",9,"2,202","12,518,370",0,174,"989,190",0.00%,7.90%,7.90%
3U,SHE,YVR,A330,A330,3,705,"3,510,195",4,940,"4,680,260",-1,-235,"-1,170,065",-25.00%,-25.00%,-25.00%
3U,SHE,YVR,A330,A330-200,1,301,"1,498,679",0,0,0,1,301,"1,498,679",,,
3U,YVR,CGO,A330,A330,9,"2,277","12,944,745",9,"2,169","12,330,765",0,108,"613,980",0.00%,5.00%,5.00%
3U,YVR,SHE,A330,A330,3,705,"3,510,195",4,940,"4,680,260",-1,-235,"-1,170,065",-25.00%,-25.00%,-25.00%
3U,YVR,SHE,A330,A330-200,1,301,"1,498,679",0,0,0,1,301,"1,498,679",,,
4K,YGZ,YRB,DeHavilland,DHC-6 Twin Otter,9,162,"38,718",9,162,"38,718",0,0,0,0.00%,0.00%,0.00%
4K,YRB,YGZ,DeHavilland,DHC-6 Twin Otter,9,162,"38,718",9,162,"38,718",0,0,0,0.00%,0.00%,0.00%
4N,YDA,YEV,ATR,ATR-42-300/320,8,376,"125,584",18,846,"282,564",-10,-470,"-156,980",-55.60%,-55.60%,-55.60%
4N,YDA,YMA,ATR,ATR-42-300/320,4,188,"19,552",0,0,0,4,188,"19,552",,,
4N,YDA,YOC,ATR,ATR-42-300/320,19,893,"219,678",22,"1,034","254,364",-3,-141,"-34,686",-13.60%,-13.60%,-13.60%
4N,YDA,YXY,ATR,ATR-42-300/320,53,"2,491","657,624",59,"2,773","732,072",-6,-282,"-74,448",-10.20%,-10.20%,-10.20%
4N,YEG,YXY,B737-3/4/5,B737-500,0,0,0,9,"1,017","969,201",-9,"-1,017","-969,201",-100.00%,-100.00%,-100.00%
4N,YEG,YYC,B737-3/4/5,B737-400,17,"2,533","387,549",0,0,0,17,"2,533","387,549",,,
4N,YEG,YYC,B737-3/4/5,B737-500,9,"1,017","155,601",18,"2,034","311,202",-9,"-1,017","-155,601",-50.00%,-50.00%,-50.00%
4N,YEV,YDA,ATR,ATR-42-300/320,14,658,"219,772",22,"1,034","345,356",-8,-376,"-125,584",-36.40%,-36.40%,-36.40%
4N,YEV,YOC,ATR,ATR-42-300/320,12,564,"97,008",9,423,"72,756",3,141,"24,252",33.30%,33.30%,33.30%
4N,YEV,YXY,ATR,ATR-42-300/320,5,235,"123,845",0,0,0,5,235,"123,845",,,
4N,YLW,YVR,B737-3/4/5,B737-500,3,339,"60,681",0,0,0,3,339,"60,681",,,
4N,YLW,YXY,B737-3/4/5,B737-500,6,678,"652,236",5,565,"543,530",1,113,"108,706",20.00%,20.00%,20.00%
4N,YLW,YYJ,B737-3/4/5,B737-500,0,0,0,4,452,"92,208",-4,-452,"-92,208",-100.00%,-100.00%,-100.00%
4N,YMA,YDA,ATR,ATR-42-300/320,5,235,"24,440",1,47,"4,888",4,188,"19,552",400.00%,400.00%,400.00%
4N,YMA,YEV,ATR,ATR-42-300/320,4,188,"62,228",0,0,0,4,188,"62,228",,,
4N,YMA,YXY,ATR,ATR-42-300/320,4,188,"37,976",2,94,"18,988",2,94,"18,988",100.00%,100.00%,100.00%
4N,YOC,YDA,ATR,ATR-42-300/320,8,376,"92,496",18,846,"208,116",-10,-470,"-115,620",-55.60%,-55.60%,-55.60%
4N,YOC,YEV,ATR,ATR-42-300/320,19,893,"153,596",13,611,"105,092",6,282,"48,504",46.20%,46.20%,46.20%
4N,YOC,YXY,ATR,ATR-42-300/320,4,188,"93,436",0,0,0,4,188,"93,436",,,
4N,YOW,YZF,B737-3/4/5,B737-500,9,"1,017","1,963,827",14,"1,582","3,054,842",-5,-565,"-1,091,015",-35.70%,-35.70%,-35.70%
4N,YVR,YLW,B737-3/4/5,B737-500,5,565,"101,135",0,0,0,5,565,"101,135",,,
4N,YVR,YXY,B737-3/4/5,B737-400,7,"1,043","963,732",0,0,0,7,"1,043","963,732",,,
4N,YVR,YXY,B737-3/4/5,B737-500,44,"4,972","4,594,128",62,"7,006","6,473,544",-18,"-2,034","-1,879,416",-29.00%,-29.00%,-29.00%
4N,YVR,YYJ,B737-3/4/5,B737-500,5,565,"22,035",0,0,0,5,565,"22,035",,,
4N,YXY,YDA,ATR,ATR-42-300/320,57,"2,679","707,256",58,"2,726","719,664",-1,-47,"-12,408",-1.70%,-1.70%,-1.70%
4N,YXY,YEG,B737-3/4/5,B737-400,17,"2,533","2,413,949",0,0,0,17,"2,533","2,413,949",,,
4N,YXY,YEG,B737-3/4/5,B737-500,9,"1,017","969,201",18,"2,034","1,938,402",-9,"-1,017","-969,201",-50.00%,-50.00%,-50.00%
4N,YXY,YLW,B737-3/4/5,B737-500,3,339,"326,118",4,452,"434,824",-1,-113,"-108,706",-25.00%,-25.00%,-25.00%
4N,YXY,YMA,ATR,ATR-42-300/320,9,423,"85,446",2,94,"18,988",7,329,"66,458",350.00%,350.00%,350.00%
4N,YXY,YVR,B737-3/4/5,B737-400,4,596,"550,704",0,0,0,4,596,"550,704",,,
4N,YXY,YVR,B737-3/4/5,B737-500,51,"5,763","5,325,012",62,"7,006","6,473,544",-11,"-1,243","-1,148,532",-17.70%,-17.70%,-17.70%
4N,YXY,YYC,B737-3/4/5,B737-500,0,0,0,9,"1,017","1,063,782",-9,"-1,017","-1,063,782",-100.00%,-100.00%,-100.00%
4N,YXY,YYJ,B737-3/4/5,B737-400,3,447,"425,991",0,0,0,3,447,"425,991",,,
4N,YXY,YYJ,B737-3/4/5,B737-500,1,113,"107,689",5,565,"538,445",-4,-452,"-430,756",-80.00%,-80.00%,-80.00%
4N,YXY,YZF,B737-3/4/5,B737-500,9,"1,017","699,696",13,"1,469","1,010,672",-4,-452,"-310,976",-30.80%,-30.80%,-30.80%
4N,YYC,YEG,B737-3/4/5,B737-500,0,0,0,9,"1,017","155,601",-9,"-1,017","-155,601",-100.00%,-100.00%,-100.00%
4N,YYC,YXY,B737-3/4/5,B737-400,17,"2,533","2,649,518",0,0,0,17,"2,533","2,649,518",,,
4N,YYC,YXY,B737-3/4/5,B737-500,9,"1,017","1,063,782",18,"2,034","2,127,564",-9,"-1,017","-1,063,782",-50.00%,-50.00%,-50.00%
4N,YYJ,YLW,B737-3/4/5,B737-500,1,113,"23,052",5,565,"115,260",-4,-452,"-92,208",-80.00%,-80.00%,-80.00%
4N,YYJ,YVR,B737-3/4/5,B737-400,3,447,"17,433",0,0,0,3,447,"17,433",,,
4N,YYJ,YXY,B737-3/4/5,B737-500,5,565,"538,445",4,452,"430,756",1,113,"107,689",25.00%,25.00%,25.00%
4N,YZF,YOW,B737-3/4/5,B737-500,9,"1,017","1,963,827",13,"1,469","2,836,639",-4,-452,"-872,812",-30.80%,-30.80%,-30.80%
4N,YZF,YXY,B737-3/4/5,B737-500,9,"1,017","699,696",14,"1,582","1,088,416",-5,-565,"-388,720",-35.70%,-35.70%,-35.70%
4O,CUN,YUL,A320,A320,31,"4,650","8,560,650",13,"1,950","3,589,950",18,"2,700","4,970,700",138.50%,138.50%,138.50%
4O,CUN,YVR,A320,A320,18,"2,700","7,511,400",18,"2,700","7,511,400",0,0,0,0.00%,0.00%,0.00%
4O,CUN,YYZ,A320,A320,31,"4,650","7,509,750",18,"2,700","4,360,500",13,"1,950","3,149,250",72.20%,72.20%,72.20%
4O,MEX,YUL,A320,A320,31,"4,650","10,718,250",24,"3,600","8,298,000",7,"1,050","2,420,250",29.20%,29.20%,29.20%
4O,MEX,YVR,A320,A320,21,"3,150","7,711,200",26,"3,900","9,547,200",-5,-750,"-1,836,000",-19.20%,-19.20%,-19.20%
4O,MEX,YYZ,A320,A320,31,"4,650","9,369,750",23,"3,450","6,951,750",8,"1,200","2,418,000",34.80%,34.80%,34.80%
4O,YUL,CUN,A320,A320,31,"4,650","8,560,650",13,"1,950","3,589,950",18,"2,700","4,970,700",138.50%,138.50%,138.50%
4O,YUL,MEX,A320,A320,31,"4,650","10,718,250",24,"3,600","8,298,000",7,"1,050","2,420,250",29.20%,29.20%,29.20%
4O,YVR,CUN,A320,A320,18,"2,700","7,511,400",18,"2,700","7,511,400",0,0,0,0.00%,0.00%,0.00%
4O,YVR,MEX,A320,A320,21,"3,150","7,711,200",26,"3,900","9,547,200",-5,-750,"-1,836,000",-19.20%,-19.20%,-19.20%
4O,YYZ,CUN,A320,A320,31,"4,650","7,509,750",18,"2,700","4,360,500",13,"1,950","3,149,250",72.20%,72.20%,72.20%
4O,YYZ,MEX,A320,A320,31,"4,650","9,369,750",23,"3,450","6,951,750",8,"1,200","2,418,000",34.80%,34.80%,34.80%
4T,YBE,YSF,Beechcraft,Beechcraft,13,247,"23,712",0,0,0,13,247,"23,712",,,
4T,YNL,YVC,Saab 340,Saab 340,13,442,"97,682",0,0,0,13,442,"97,682",,,
4T,YPA,YNL,Beechcraft,Beechcraft,13,247,"87,685",0,0,0,13,247,"87,685",,,
4T,YPA,YSF,Saab 340,Saab 340,9,306,"127,602",0,0,0,9,306,"127,602",,,
4T,YPA,YVC,Saab 340,Saab 340,52,"1,768","238,680",0,0,0,52,"1,768","238,680",,,
4T,YPA,YXE,Beechcraft,Beechcraft,13,247,"20,748",0,0,0,13,247,"20,748",,,
4T,YPA,YXE,Saab 340,Saab 340,74,"2,516","211,344",0,0,0,74,"2,516","211,344",,,
4T,YPA,ZFD,Saab 340,Saab 340,13,442,"188,734",0,0,0,13,442,"188,734",,,
4T,YSF,YBE,Beechcraft,Beechcraft,13,247,"23,712",0,0,0,13,247,"23,712",,,
4T,YSF,YPA,Saab 340,Saab 340,17,578,"241,026",0,0,0,17,578,"241,026",,,
4T,YSF,YVC,Saab 340,Saab 340,9,306,"87,210",0,0,0,9,306,"87,210",,,
4T,YSF,ZFD,Saab 340,Saab 340,22,748,"35,904",0,0,0,22,748,"35,904",,,
4T,YVC,YPA,Saab 340,Saab 340,44,"1,496","201,960",0,0,0,44,"1,496","201,960",,,
4T,YVC,YSF,Saab 340,Saab 340,13,442,"125,970",0,0,0,13,442,"125,970",,,
4T,YVC,ZFD,Saab 340,Saab 340,13,442,"131,716",0,0,0,13,442,"131,716",,,
4T,YVC,ZWL,Saab 340,Saab 340,26,884,"193,596",0,0,0,26,884,"193,596",,,
4T,YXE,YPA,Saab 340,Saab 340,87,"2,958","248,472",0,0,0,87,"2,958","248,472",,,
4T,ZFD,YPA,Saab 340,Saab 340,13,442,"188,734",0,0,0,13,442,"188,734",,,
4T,ZFD,YSF,Saab 340,Saab 340,26,884,"42,432",0,0,0,26,884,"42,432",,,
4T,ZFD,YVC,Saab 340,Saab 340,9,306,"91,188",0,0,0,9,306,"91,188",,,
4T,ZWL,YNL,Saab 340,Saab 340,13,442,"15,470",0,0,0,13,442,"15,470",,,
4T,ZWL,YSF,Beechcraft,Beechcraft,13,247,"30,628",0,0,0,13,247,"30,628",,,
4T,ZWL,YVC,Saab 340,Saab 340,13,442,"96,798",0,0,0,13,442,"96,798",,,
5T,YBB,YHK,DeHavilland Dash-8,DHC-8,8,168,"25,536",9,189,"28,728",-1,-21,"-3,192",-11.10%,-11.10%,-11.10%
5T,YBB,YYH,DeHavilland Dash-8,DHC-8,18,378,"38,934",18,378,"38,934",0,0,0,0.00%,0.00%,0.00%
5T,YCB,YCO,B737-200,B737-200 Mixed Configurations,8,896,"241,024",7,784,"210,896",1,112,"30,128",14.30%,14.30%,14.30%
5T,YCB,YYH,DeHavilland Dash-8,DHC-8,9,189,"53,676",10,210,"59,640",-1,-21,"-5,964",-10.00%,-10.00%,-10.00%
5T,YCB,YZF,B737-200,B737-200 Mixed Configurations,14,"1,568","829,472",14,"1,568","829,472",0,0,0,0.00%,0.00%,0.00%
5T,YCB,YZF,DeHavilland Dash-8,DHC-8,8,168,"88,872",9,189,"99,981",-1,-21,"-11,109",-11.10%,-11.10%,-11.10%
5T,YCO,YCB,B737-200,B737-200 Mixed Configurations,10,"1,120","301,280",10,"1,120","301,280",0,0,0,0.00%,0.00%,0.00%
5T,YCO,YCB,DeHavilland Dash-8,DHC-8,5,105,"28,245",5,105,"28,245",0,0,0,0.00%,0.00%,0.00%
5T,YCO,YZF,B737-200,B737-200 Mixed Configurations,8,896,"332,416",7,784,"290,864",1,112,"41,552",14.30%,14.30%,14.30%
5T,YEG,YZF,B737-200,B737-200 Mixed Configurations,0,0,0,4,448,"284,480",-4,-448,"-284,480",-100.00%,-100.00%,-100.00%
5T,YEG,YZF,B737-3/4/5,B737-300,40,"4,624","2,936,240",36,"4,032","2,560,320",4,592,"375,920",11.10%,14.70%,14.70%
5T,YEV,YVQ,B737-3/4/5,B737-300,26,"2,912","806,624",26,"2,912","806,624",0,0,0,0.00%,0.00%,0.00%
5T,YEV,YZF,B737-3/4/5,B737-300,5,560,"379,680",5,560,"379,680",0,0,0,0.00%,0.00%,0.00%
5T,YFB,YGT,DeHavilland Dash-8,DHC-8,4,84,"44,688",0,0,0,4,84,"44,688",,,
5T,YFB,YOW,B737-3/4/5,B737-300,31,"3,968","5,178,240",31,"3,968","5,178,240",0,0,0,0.00%,0.00%,0.00%
5T,YFB,YRT,B737-200,B737-200 Mixed Configurations,0,0,0,4,448,"328,384",-4,-448,"-328,384",-100.00%,-100.00%,-100.00%
5T,YFB,YRT,B737-3/4/5,B737-300,9,"1,152","844,416",5,560,"410,480",4,592,"433,936",80.00%,105.70%,105.70%
5T,YFB,YTE,DeHavilland Dash-8,DHC-8,18,378,"92,610",23,483,"118,335",-5,-105,"-25,725",-21.70%,-21.70%,-21.70%
5T,YFB,YUX,DeHavilland Dash-8,DHC-8,22,462,"228,690",22,462,"228,690",0,0,0,0.00%,0.00%,0.00%
5T,YFB,YXP,DeHavilland Dash-8,DHC-8,18,378,"70,308",22,462,"85,932",-4,-84,"-15,624",-18.20%,-18.20%,-18.20%
5T,YGT,YFB,DeHavilland Dash-8,DHC-8,5,105,"55,860",4,84,"44,688",1,21,"11,172",25.00%,25.00%,25.00%
5T,YGT,YIO,DeHavilland Dash-8,DHC-8,22,462,"113,652",22,462,"113,652",0,0,0,0.00%,0.00%,0.00%
5T,YGT,YTE,DeHavilland Dash-8,DHC-8,4,84,"32,256",0,0,0,4,84,"32,256",,,
5T,YGT,YUX,DeHavilland Dash-8,DHC-8,17,357,"15,351",18,378,"16,254",-1,-21,-903,-5.60%,-5.60%,-5.60%
5T,YHK,YBB,DeHavilland Dash-8,DHC-8,18,378,"57,456",18,378,"57,456",0,0,0,0.00%,0.00%,0.00%
5T,YHK,YCB,DeHavilland Dash-8,DHC-8,4,84,"19,656",5,105,"24,570",-1,-21,"-4,914",-20.00%,-20.00%,-20.00%
5T,YHK,YZF,DeHavilland Dash-8,DHC-8,9,189,"128,331",8,168,"114,072",1,21,"14,259",12.50%,12.50%,12.50%
5T,YIO,YGT,DeHavilland Dash-8,DHC-8,22,462,"113,652",22,462,"113,652",0,0,0,0.00%,0.00%,0.00%
5T,YOW,YFB,B737-3/4/5,B737-300,31,"3,968","5,178,240",31,"3,968","5,178,240",0,0,0,0.00%,0.00%,0.00%
5T,YRT,YFB,B737-200,B737-200 Mixed Configurations,0,0,0,4,448,"328,384",-4,-448,"-328,384",-100.00%,-100.00%,-100.00%
5T,YRT,YFB,B737-3/4/5,B737-300,9,"1,152","844,416",5,560,"410,480",4,592,"433,936",80.00%,105.70%,105.70%
5T,YRT,YTE,DeHavilland Dash-8,DHC-8,4,84,"41,160",5,105,"51,450",-1,-21,"-10,290",-20.00%,-20.00%,-20.00%
5T,YRT,YZF,B737-200,B737-200 Mixed Configurations,0,0,0,4,448,"317,184",-4,-448,"-317,184",-100.00%,-100.00%,-100.00%
5T,YRT,YZF,B737-3/4/5,B737-300,9,"1,152","815,616",5,640,"453,120",4,512,"362,496",80.00%,80.00%,80.00%
